Shrt_Desc	Calories
"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK"	24
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF"	20
"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON"	40
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR"	44
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF"	19
"INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR"	43
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF"	0
"INF FORMULA,MEAD JOHNSON,ENFAMILLIPIL,W/IRN,PDR,W/ ARA & DHA"	43
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON"	42
"INF FORMU,MEAD JOHNS,ENFA,LIPIL,W/ IRO,LIQ CONC,W/ ARA & DHA"	41
"INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF"	71
"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN"	48
"INF FORMMEAD JOHN,ENFAMIL LIPIL,W/ IRON,RTF,W/ ARA & DHA"	68
"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON"	40
"INF FORM,ME JOHNS,ENFAMIL,LIPIL,LO IRON,PDR,W/ ARA & DHA"	43
"INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA"	41
"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON"	45
"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR"	27
"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON"	46
"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR"	69
"INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF"	67
"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC"	40
"INF FOR,ME JOHN,ENFAM,LIPIL,LO IRON,READY TO FE,W/ ARA & DHA"	68
"INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON"	45
"INF FOR,ME JOHNS,ENFAMIL,LACTOF LIPIL,W/ IR,PDR,W/ ARA & DHA"	44
"INF FOR,MEA JO,ENF,LACT,LIPIL,W/ IR,LI CO,NO REC,W/ AR & DH"	41
"INF FORMULA,MEAD JOHNSON,ENFAMIL,LIPIL,RTF,W/ ARA & DHA"	70
"INF FORMULA,ABBOTT NUTR,SIMILAC,PM 60/40,PDR NOT RECON"	46
"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA"	44
"INF FORMU,ABBOTT NUTR,SIMILA NAT CARE,ADVAN,RTF,W/ ARA & DHA"	24
"INF FORM,ABB NUTR,SIM,SPL CAR,ADVA 24,W/ IRON,R,W/ ARA & DHA"	22
"INF FORMULA,ABBOTT NUTR,SIMILAC,ISOMIL,W/ IRON,RTF"	20
"INF FORMULA,ABBOTT NUTR,SIMILAC,ISOMIL,W/ IRON,LIQ CONC"	40
"INF FORMULA,ABBOTT NUTR,SIMILAC,ISOMIL,W/ IRON,PDR,NOT RECON"	45
"INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA"	40
"INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA"	71
"INF FORMULA,ABBOTT NUTR,SIMILAC,ALIMENTUM,W/ IRON,RTF"	20
"In for, M JOHN, ENF, ENFAC LIP, with ir, po, wi ARA and DH"	48
"INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,RTF"	0
"INF FORM,AB NUTR,SIMILAC,W/ IRON,LIQ CONC,NOT RECON"	40
"INF FO,ME JOHN,EN,PROS LIPIL,W/ IRON,PDR,NOT RE,W/ ARA & DHA"	45
"INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,PDR,NOT RECON"	44
"INFFOR,MEADJOHNS,ENFAMIL,PROSOBEE,LIPIL,LC,NOTREC,ARA&DHA"	41
"INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,RTF (FORMERLY ROSS)"	20
"INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,LIQ CONC,NOT RECON"	40
"INF FOR,MEJOHN,PROSOBEE LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA"	68
"INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,PDR,NOT RECON"	45
"INF FORMULA,NESTLE,GOOD START SOY,W/ DHA & ARA,RTF"	19
"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF (FORMERLY ROSS)"	31
"INF FORM,MEAD JOHN,NEXT STEP,PROS LIPIL,PDR,W/ ARA & DHA"	134
"INF FORM,ME JO,NEXT STEP,PROSO,LIPIL,REATO FEED,W/ ARA & DHA"	69
"INF FORMULA,NESTLE,GOOD START SOY,W/ ARA & DHA,PDR"	47
"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,RTF"	19
"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,PDR,NOTREC"	44
"CHI FORMU,ABBT NUTR,PEDIASU,RTF,W/ IRON & FIB (FORMER ROSS)"	31
"INF FORMU,PBM PRO,ULTRA BRI BEGINN,RTF (FORME WYETH-AYERST)"	19
"INF FOR,PBM PR,UL BRI BEGI,LIQ CONC,NOT (FOR WYETH-AYERST)"	41
"INF FORMULA,PBM PRODUCTS,ULTRA BRIGHT BEGINNINGS,PDR"	44
"INF FORM,PBM PRODU,ULTRA BRIG BEGINNINGS,SOY,RTF"	19
"INF FORMUL,PBM PRODUCTS,ULTRA BRIGHT BEGINNINGS,SOY,LIQ CONC"	40
"INF FORM,PBM,ULTRA BRIGHT BEGIN,SOY,PDR (FORM WYETH-AYERST)"	44
"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,RTF"	20
"INF FOR,NE,GOOD START 2 ESSENT,W/ IRON,LIQ CONC,NOT RECON"	40
"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,PDR"	44
"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF"	20
"INF FORM,NEST,GOOD START ESSENT SOY,W/ IRON,LIQ CON,NOT RECO"	40
"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,PDR"	43
"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PDR,NOT RECON"	45
"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PREP FROM PDR"	20
"BABYFOOD,CORN & SWT POTATOES,STR"	19
"INF FORM,ABBO NUTR,SIMIL,ALIMENT,ADVANCE,RTF,W/ ARA & DHA"	20
"INF FORM,PBM PRODU,STORE BRAND,RTF (FORM WYETH-AYERST)"	19
"INF FORM,PBM PROD,STORE BRAND,LC,NOT REC (FORM WYETH-AYERST)"	41
"INF FORMULA,PBM PRODUCTS,STORE BRAND,PDR"	44
"INF FORMULA,PBM PRODUCTS,STORE BRAND,SOY,RTF"	19
"INF FORMU,PBM PRODU,STORE BR,SOY,LIQ CONC,NOT RECON"	40
"INF FORMULA,PBM PRODUCTS,STORE BRAND,SOY,PDR"	44
"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,RTF,W/ ARA & DHA"	72
"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,PDR,W/ ARA & DHA"	44
"INF FORM,ABBOT NUT,SIMIL NEOSU,RTF,W/ ARA & DHA"	21
"INF FORM,ABBOTT ,SIMILAC,NEOSURE,PDR,W/ ARA & DHA"	159
"INF FOR,ABBO NUTR,SIMIL,SENS (LACTOSE FREE) RTF,W/ ARA & DHA"	21
"INF FOR,ABB NUT,SIMILA,SENSIT,(LACT FR),LIQ CON,W/ ARA & DHA"	39
"INF FOR,ABBONUTR,SIMIL,SENSIT,(LACTO FREE),PDR,W/ ARA & DHA"	159
"INF FORMULA,ABBOTT NUTR,SIMILAC,ADVANCE,W/ IRON,RTF"	20
"INF FORMULA,ABBOTT NUTR,SIMILAC,ADVANC,W/ IRON,PDR,NOT RECON"	44
"INF FORMU,ABBO NUTR,SIMILAC,ADVAN,W/ IRON,LIQ CONC,NOT RECON"	40
"INF FORM,ABBO NUTR,SIMIL,ISOMIL,ADVA W/ IRON,LIQ CONC"	40
"INF FOR,ABBO NUTR,SIMIL,ISOMIL,ADVANCE W/ IRON,RTF"	20
"INF FOR,ABBO NUTR,SIMI,ISOMIL,ADVANCE W/ IRON,PDR,NOT RECON"	45
"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA"	22
"BABYFOOD,YOGURT,WHL MILK,W/ FRUIT,MULTIGRAIN CRL & ADDED DHA"	30
"INF FORM,ABBOTT,ALIMENTUM ADVANCE,IRON,PDR,NOTREC,DHA&ARA"	45
"BABYFOOD,MSHD CHEDDAR POTATOES&BROCCOLI,TODDLER"	82
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,DHA & ARA,RTF"	20
"INF FORM,NESTLE,GOOD START SUPREME,IRON,DHA&ARA,PRP FR LC"	21
"INFFORM,MEADJOHNSON,ENFAMIL GENTLEASE LIPIL,W/IRON,PREPFRPDR"	19
"BABY FD,FORT CRL BAR,FRUIT FILLING"	65
"BABYFOOD,YOGURT,WHL MILK,W/ FRUIT,MULTIGRAIN CRL & IRON"	15
"INF FORMULA,NESTLE,GOOD START SOY,W/ DHA & ARA,LIQ CONC"	39
"Infant formula Enfamil,NEXT STEP,Milk based LIPIL, powder"	44
"TODDLER FORMULA, MEAD JOHNSON, ENFAGROW PREMIUM, RTF"	19
"INF FORMULA,MEAD JOHNSON,ENFAMIL,GENTLEASE,PDR"	45
"FAT,BEEF TALLOW"	1849
LARD	1849
"SALAD DRSNG,KRAFT MAYO LT MAYO"	50
"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG"	11
"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG"	13
"SALAD DRSNG,RUSSIAN DRSNG"	53
"SALAD DRSNG,SESAME SD DRSNG,REG"	66
"SALAD DRSNG,1000 ISLAND,COMM,REG"	59
"SALAD DRSNG,MAYO TYPE,REG,W/SALT"	57
"SALAD DRSNG,FRENCH DRSNG,RED FAT"	36
"SALAD DRSNG,ITALIAN DRSNG,COMM,RED FAT"	15
"SALAD DRSNG,RUSSIAN DRSNG,LO CAL"	23
"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT"	29
"SALAD DRSNG,MAYO,REG"	94
"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT"	99
"SALAD DRSNG,MAYO,IMITN,SOYBN"	557
"SALAD DRSNG,MAYO,IMITN,MILK CRM"	15
"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL"	68
"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS"	58
"SHORTENING,HOUSEHOLD,PARTIALLY HYDROG SOYBN -COTTONSEED"	113
"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)"	120
"OIL,RICE BRAN"	120
"OIL,WHEAT GERM"	120
"OIL,PNUT,SALAD OR COOKING"	119
"OIL,SOYBN,SALAD OR COOKING"	120
"OIL,COCNT"	117
"OIL,OLIVE,SALAD OR COOKING"	119
"OIL,PALM"	120
"OIL,SESAME,SALAD OR COOKING"	120
"OIL,SUNFLOWER,LINOLEIC (LESS THAN 60%)"	120
"MARGARINE,REG,HARD,SOYBN (HYDR)"	34
"SALAD DRSNG,ITALIAN DRSNG,COMM,REG"	35
"SALAD DRSNG,FRENCH DRSNG,COMM,REG"	73
"VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT"	51
"SALAD DRSNG,FRENCH,HOME RECIPE"	88
"SALAD DRSNG,HOME RECIPE,CKD"	25
"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL"	72
"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT"	69
"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT"	37
"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT"	43
"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT"	11
"SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT"	99
"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE"	88
"SALAD DRSNG,FRENCH DRSNG,FAT-FREE"	21
"OIL,COCOA BUTTER"	120
"OIL,CTTNSD,SALAD OR COOKING"	120
"OIL,SUNFLOWER,LINOLEIC,(APPROX. 65%)"	120
"OIL,SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)"	120
"OIL,SAFFLOWER,SALAD OR COOKING,HI OLEIC"	120
"VEGETABLE OIL,PALM KERNEL"	117
"OIL,POPPYSEED"	120
"OIL,TOMATOSEED"	120
"OIL,TEASEED"	120
"OIL,GRAPESEED"	120
"OIL,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING"	122
"FAT,MUTTON TALLOW"	1849
"OIL,WALNUT"	120
"OIL,ALMOND"	120
"OIL,APRICOT KERNEL"	120
"OIL,SOYBN LECITHIN"	104
"OIL,HAZELNUT"	120
"OIL,BABASSU"	120
"OIL,SHEANUT"	120
"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG"	71
"OIL,CUPU ASSU"	120
"FAT,CHICKEN"	1845
"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED) & CTTNSD"	120
"SHORTENING,HOUSEHOLD,LARD&VEG OIL"	115
"OIL,SUNFLOWER,LINOLEIC,(PARTIALLY HYDROGENATED)"	120
"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD"	113
"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)"	113
"SHORTENING INDUSTRIAL,LARD&VEG OIL"	115
"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD"	115
"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)"	113
"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD"	113
"SHORTENING FRYING (HVY DUTY),PALM (HYDR)"	113
SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM	113
"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%"	113
"SHORTENING,CONFECTIONERY,FRACTIONATED PALM"	120
"OIL,NUTMEG BUTTER"	120
"OIL,UCUHUBA BUTTER"	120
"FAT,DUCK"	1808
"FAT,TURKEY"	1845
"FAT,GOOSE"	1845
"OIL,AVOCADO"	124
"OIL,CANOLA"	124
"OIL,MUSTARD"	124
"OIL,SUNFLOWER,HI OLEIC (70% & OVER)"	124
"MARGARINE-LIKE,MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER"	101
"SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)"	113
"SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD"	113
"OIL,OAT"	120
"FISH OIL,COD LIVER"	1966
"FISH OIL,HERRING"	1966
"FISH OIL,MENHADEN"	1966
"FISH OIL,MENHADEN,FULLY HYDR"	1849
"FISH OIL,SALMON"	1966
"FISH OIL,SARDINE"	1966
"SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)"	113
"MARGARINE-LIKE,VEG OIL-BUTTER SPRD,TUB,W/ SALT"	51
"BUTTER,LT,STK,W/SALT"	71
"BUTTER,LT,STK,WO/SALT"	70
"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)"	114
"ANIMAL FAT,BACON GREASE"	39
"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT"	100
"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT"	101
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT"	77
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT"	75
"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,W/ SALT"	75
"SHORTENING,VEG,HOUSEHOLD,COMP"	113
"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT"	102
"MARGARINE,REG,80% FAT,COMP,TUB,WO/ SALT"	101
"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT"	75
"MARGARINE-LIKE,VEG OIL SPRD,FAT FREE,LIQ,W/ SALT"	6
"MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT"	88
"MARGARINE-LIKE SPRD W/ YOGURT,APPROX 40% FAT,TUB,W/ SALT"	46
"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS"	100
"MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK"	88
"MARGARINE SPRD,APPROX 48% FAT,TUB"	59
"MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB"	6
"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,W/ SALT"	26
"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,WO/ SALT"	22
"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE"	21
"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE"	7
"SALAD DRSNG,RANCH DRSNG,FAT-FREE"	17
"SALAD DRSNG,RANCH DRSNG,COMM,REG"	73
"SALAD DRSNG,RANCH DRSNG,RED FAT"	29
"SALAD DRSNG,MAYO,LT"	36
"OIL,INDUSTRIAL,MID-OLEIC,SUNFLOWER"	120
"OIL,INDUSTRIAL,CANOLA W/ ANTIFOAMING AGENT"	120
"OIL,INDUSTRIAL,CANOLA FOR SALADS,WOKS & LT FRYING"	120
"OIL,INDUS,CANOLA (PART HYDROG) OIL FOR DEEP FAT FRYING"	1927
"OIL,INDUSTRIAL,COCNT"	120
"OIL,INDUSTRIAL,SOY (PART HYDR),FOR POPCORN & FLAVORING VEG"	120
"SHORTENING,INDUS,SOY (PART HYDROG),POURABLE LIQ FRY"	120
"OIL,INDUSTRIAL,SOY,REFINED,FOR WOKS & LT FRYING"	120
"OIL,INDUSTRIAL,SOY (PART HYDR),FOR NON-DAIRY BUTTER FLAVOR"	120
"OIL,INDUSTRIAL,SOY ( PART HYDROGENATED),ALLPURP"	120
"OIL,INDUSTRIAL,SOY (PART HYDR ) & SOY,POURABLE FRY"	120
"OIL,INDUS,SOY (PART HYDROG) & CTTNSD,TORTILLA SHORTENING"	120
"MARGARINE-LIKE SHORTENING,INDUS,SOY(PART  HYDR),CTTNSD,& SOY"	88
"OIL,INDUSTRIAL,PALM KERNEL,CONFECTION FAT"	120
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT"	120
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT"	120
"OIL,INDUSTRIAL,COCNT,CONFECTION FAT,ICE CRM COATINGS"	120
"OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS"	120
"OIL,INDUSTRIAL,COCNT (HYDROGENATED),FOR TOPPINGS & WHITENERS"	120
"OIL,INDUSTRIAL,PALM & PALM KERNEL,FILLING FAT (NON-HYDROG)"	120
"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT"	120
"OIL,INDUSTRIAL,SOY (PARTHYDR ),PALM, ICINGS & FILLINGS"	120
"MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )"	100
"SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING"	113
"SHORTENING,INDUS,SOY (PART HYDR ) FOR BAKING & CONFECTIONS"	113
"MARGARINE,INDUS,SOY & PART HYDR SOY OIL,BAKING,SAUCES,CANDY"	100
"USDA CMDTY FD,OIL,VEG,SOYBN,REFINED"	120
"USDA CMDTY FD,OIL,VEG,LO SATURATED FAT"	120
"MARGARINE-LIKE SPRD,SMART BALANCE REG BUTTERY SPRD"	82
"MARGARINE-LIKE SPRD,SMART BALANCE LT BUTTERY SPRD"	47
"MARGARINE-LIKE SPRD,SMART BEAT SUPER LT WO/ SATURATED FAT"	22
"MARGARINE-LIKE SPRD,SMART BEAT SMART SQUEEZE"	7
"MARGARINE-LIKE SPRD,SMART BALANCE OMEGA PLUS SPRD"	85
"OIL,VEG,NATREON CANOLA,HI STABILITY,NON TRANS,HI OLEIC (70%)"	124
"OIL,PAM COOKING SPRAY,ORIGINAL"	2
"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB"	85
"MARGARINE,80% FAT,TUB,CANOLA HARVEST SOFT SPRD"	102
"OIL,COOKING & SALAD,ENOVA,80% DIGLYCERIDES"	124
"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL"	62
"MARGARINE-LIKE SPRD,BENECOL LT SPRD"	50
"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS"	13
"SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT"	47
"VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D"	51
"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D"	100
"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D"	100
"VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D"	75
"VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D"	75
"VEG-OIL SPRD,STICK/TUB/BOTTLE,60% FAT,W/ ADDED VITAMIN D"	75
"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D"	100
"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT,W/VIT D"	76
"OIL,INDUSTRIAL,CANOLA,HI OLEIC"	126
"OIL,INDUSTRIAL,SOY,LO LINOLENIC"	126
"OIL,INDUSTRIAL,SOY,ULTRA LO LINOLENIC"	120
"OIL,INDUSTRIAL,SOY,FULLY HYDR"	120
"OIL,INDUSTRIAL,CTTNSD,FULLY HYDR"	120
"SALAD DRSNG,HONEY MUSTARD,REG"	139
"SALAD DRSNG,POPPYSEED,CREAMY"	132
"SALAD DRSNG,CAESAR,FAT-FREE"	45
"DRESSING,HONEY MUSTARD,FAT-FREE"	51
"OIL,FLAXSEED,CONTAINS ADDED SLICED FLAXSEED"	120
"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT ONLY"	553
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW"	2228
"CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER"	2991
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR"	1926
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD"	1596
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD"	1622
"CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW"	593
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER"	809
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR"	506
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD"	335
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD"	307
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW"	234
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED"	307
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD"	266
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD"	248
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW"	164
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,BATTER"	449
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,FLR"	166
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD"	154
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD"	160
"CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW"	29
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED"	402
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD"	228
"CHICKEN,GIZZARD,ALL CLASSES,RAW"	27
"CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD"	223
"CHICKEN,HEART,ALL CLASSES,RAW"	9
"CHICKEN,HEART,ALL CLASSES,CKD,SIMMRD"	268
"CHICKEN,LIVER,ALL CLASSES,RAW"	52
"CHICKEN,LIVER,ALL CLASSES,CKD,SIMMRD"	73
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT & SKN,RAW"	216
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER"	313
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR"	192
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,RSTD"	175
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,STWD"	181
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW"	379
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER"	498
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR"	314
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,RSTD"	256
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD"	256
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,RAW"	100
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED"	269
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD"	242
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,STWD"	223
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW"	136
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,FRIED"	335
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,RSTD"	287
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD"	269
"CHICKEN,BROILERS OR FRYERS,FAT,RAW"	81
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW"	188
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,BATTER"	238
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,FLR"	146
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD"	96
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,STWD"	413
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW"	42
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,FRIED"	101
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,RSTD"	57
